"utm","x","y"
"WM15",-2.81874599213,42.0469000183
"WM25",-2.69791128627,42.0466455895
"WM35",-2.57707852942,42.046263952
"WM45",-2.45624850109,42.0457551128
"WM55",-2.33542198066,42.0451190812
"WM65",-2.21459974736,42.0443558688
"WM75",-2.09378258028,42.0434654893
"WM85",-1.97297125827,42.042447959
"WM95",-1.85216655995,42.0413032965
"XM05",-1.73136926367,42.0400315224
"XM15",-1.61058014749,42.03863266
"XM25",-1.48979998913,42.0371067347
"XM35",-1.36902956594,42.0354537742
"XM45",-1.24826965488,42.0336738085
"XM55",-1.12752103248,42.03176687
"XM65",-1.00678447482,42.0297329934
"XM75",-0.886060757469,42.0275722155
"XM85",-0.765350655493,42.0252845756
"XM95",-0.6446549434,42.0228701153
"YM05",-0.523974395111,42.0203288783
"YM15",-0.403309783935,42.0176609108
"YM25",-0.282661882533,42.0148662613
"YM35",-0.162031462888,42.0119449803
"YM45",-0.0507814768327,42.0088313102
"PG14",-7.61288095185,41.948585652
"CG84",1.61288076675,41.9485856363
"PG24",-7.49227028875,41.9470653327
"CG74",1.4922703103,41.9470653493
"EG13",3.18108642438,41.8667539602
"PG34",-7.37166981387,41.945418182
"CG64",1.37166985949,41.9454181918
"EG03",3.0605903469,41.8668801085
"PG44",-7.25108027962,41.9436442298
"CG54",1.25108037071,41.9436442497
"NG03",-8.94009427223,41.8668808096
"DG93",2.94009435927,41.8668808392
"PG54",-7.13050105312,41.9417445859
"CG44",1.13050119252,41.9417445925
"NG13",-8.81959781418,41.8667556739
"DG83",2.81959783457,41.8667556142
"PG64",-7.00993471919,41.9397171581
"CG34",1.00993477048,41.9397171214
"DG73",2.69910290542,41.8665037844
"PG74",-6.88938066867,41.9375630284
"CG24",0.889380620142,41.9375630416
"DG63",2.5786103726,41.8661250915
"PG84",-6.7688392447,41.9352833388
"CG14",0.768839108192,41.9352833085
"DG53",2.45812019772,41.86561954
"PG94",-6.64831398746,41.9328761178
"CG04",0.648313844965,41.932876134
"DG43",2.33763277039,41.8649872657
"QG04",-6.52780289316,41.9303434522
"BG94",0.527802938679,41.9303434625
"NG63",-8.21715085635,41.8642294561
"DG33",2.21715082982,41.8642294864
"QG14",-6.40730721507,41.9276843261
"BG84",0.407307403195,41.9276843205
"NG73",-8.09667229016,41.86334486
"DG23",2.09667238639,41.8633448324
"QG24",-6.2868285816,41.9248988478
"BG74",0.286828627003,41.924898858
"NG83",-7.97620158962,41.8623348386
"DG13",1.97620159228,41.8623348153
"QG34",-6.16636785352,41.9219871276
"BG64",0.166367759383,41.9219871302
"NG93",-7.85573592122,41.8611980991
"DG03",1.85573601251,41.8611981185
"QG44",-6.05316311625,41.9188402311
"BG54",0.0531630725945,41.9188402198
"PG03",-7.73527849247,41.8599337037
"CG93",1.73527846564,41.8599337338
"TM54",-5.94717995734,41.9188411804
"TM64",-5.83397563206,41.9219883346
"TM74",-5.7135144149,41.924900466
"TM84",-5.59303580816,41.9276863619
"TM94",-5.47254057979,41.9303459718
"UM04",-5.35202949839,41.9328792475
"UM14",-5.2315033332,41.9352861432
"UM24",-5.11096285408,41.9375666152
"UM34",-4.99040883146,41.9397206223
"UM44",-4.86984203631,41.9417481254
"UM54",-4.74926324014,41.9436490877
"UM64",-4.62867321493,41.9454234748
"UM74",-4.50807273311,41.9470712545
"UM84",-4.38746256756,41.948592397
"UM94",-4.26684349151,41.9499868746
"VM04",-4.14621627859,41.951254662
"VM14",-4.02558170274,41.9523957363
"VM24",-3.90494053821,41.9534100767
"VM34",-3.7842935595,41.9542976648
"VM44",-3.66364154136,41.9550584846
"VM54",-3.54298525874,41.9556925221
"VM64",-3.42232548677,41.956199766
"VM74",-3.30166300071,41.9565802069
"VM84",-3.18099857593,41.9568338381
"VM94",-3.0603329879,41.9569606548
"WM04",-2.9396670121,41.9569606548
"WM14",-2.81900142407,41.9568338381
"WM24",-2.69833699929,41.9565802069
"WM34",-2.57767451323,41.956199766
"WM44",-2.45701474126,41.9556925221
"WM54",-2.33635845864,41.9550584846
"WM64",-2.2157064405,41.9542976648
"WM74",-2.09505946179,41.9534100767
"WM84",-1.97441829726,41.9523957363
"WM94",-1.85378372141,41.951254662
"XM04",-1.73315650849,41.9499868746
"XM14",-1.61253743244,41.948592397
"XM24",-1.49192726689,41.9470712545
"XM34",-1.37132678507,41.9454234748
"XM44",-1.25073675986,41.9436490877
"XM54",-1.13015796369,41.9417481254
"XM64",-1.00959116854,41.9397206223
"XM74",-0.889037145918,41.9375666152
"XM84",-0.768496666796,41.9352861432
"XM94",-0.647970501607,41.9328792475
"YM04",-0.527459420206,41.9303459718
"YM14",-0.406964191837,41.9276863619
"YM24",-0.286485585104,41.924900466
"YM34",-0.166024367937,41.9219883346
"YM44",-0.0528200446942,41.9188411796
"PG13",-7.61482815203,41.8585438362
"CG83",1.61482807947,41.8585438566
"PG23",-7.49438773661,41.8570286341
"CG73",1.49438781026,41.8570286022
"PG33",-7.37395650635,41.855386936
"CG63",1.37395646363,41.8553869027
"EG02",3.06050576875,41.7768111831
"PG43",-7.2535350934,41.8536187692
"CG53",1.25353518452,41.8536187892
"DG92",2.9401777614,41.7768119333
"PG53",-7.13312533368,41.8517242868
"CG43",1.13312557275,41.8517242433
"DG82",2.81985037108,41.7766864216
"CG33",1.0127281804,41.8497035561
"DG72",2.69952457678,41.7764344232
"CG23",0.892342577019,41.8475574654
"DG62",2.57919992615,41.7760571282
"CG13",0.771971162014,41.8452842527
"DG52",2.45887899595,41.775554633
"CG03",0.651613109795,41.8428836332
"DG42",2.33856017917,41.7749246639
"QG03",-6.53127101411,41.840359176
"BG93",0.531270877962,41.8403591454
"DG32",2.21824641272,41.774168289
"QG13",-6.4109449455,41.8377087371
"BG83",0.410944897139,41.8377087501
"NG72",-8.09793850315,41.7732868706
"DG22",2.09793866384,41.7732868924
"QG23",-6.29063429982,41.8349311386
"BG73",0.290634206014,41.8349311413
"DG12",1.97763376262,41.7722790061
"QG33",-6.17034200789,41.8320288089
"BG63",0.17034186547,41.8320288244
"DG02",1.85733801305,41.7711450819
"QG43",-6.05519176024,41.8288484034
"BG53",0.0551917401311,41.82884842
"CG92",1.73704877404,41.7698860637
"TM53",-5.9451505969,41.8288487013
"TM63",-5.83000088394,41.8320299656
"TM73",-5.70970810201,41.8349329728
"TM83",-5.58939802201,41.8377101393
"TM93",-5.46907140784,41.8403614147
"UM03",-5.34872902408,41.8428867513
"UM13",-5.22837163594,41.8452861033
"UM23",-5.10800000923,41.8475594274
"UM33",-4.98761491034,41.8497066824
"UM43",-4.86721710621,41.8517278296
"UM53",-4.74680736428,41.8536228324
"UM63",-4.62638645248,41.8553916564
"UM73",-4.50595513917,41.8570342698
"UM83",-4.38551419315,41.8585506426
"UM93",-4.26506438362,41.8599407476
"VM03",-4.14460648011,41.8612045595
"VM13",-4.02414125248,41.8623420555
"VM23",-3.90366947091,41.8633532149
"VM33",-3.78319190582,41.8642380195
"VM43",-3.66270932788,41.8649964531
"VM53",-3.54222250795,41.8656285022
"VM63",-3.42173221707,41.8661341552
"VM73",-3.30123922641,41.8665134029
"VM83",-3.18074430726,41.8667662386
"VM93",-3.06024823099,41.8668926575
"WM03",-2.93975176901,41.8668926575
"WM13",-2.81925569274,41.8667662386
"WM23",-2.69876077359,41.8665134029
"WM33",-2.57826778293,41.8661341552
"WM43",-2.45777749205,41.8656285022
"WM53",-2.33729067212,41.8649964531
"WM63",-2.21680809418,41.8642380195
"WM73",-2.09633052909,41.8633532149
"WM83",-1.97585874752,41.8623420555
"WM93",-1.85539351989,41.8612045595
"XM03",-1.73493561638,41.8599407476
"XM13",-1.61448580685,41.8585506426
"XM23",-1.49404486083,41.8570342698
"XM33",-1.37361354752,41.8553916564
"XM43",-1.25319263572,41.8536228324
"XM53",-1.13278289379,41.8517278296
"XM63",-1.01238508966,41.8497066824
"XM73",-0.891999990772,41.8475594274
"XM83",-0.771628364064,41.8452861033
"XM93",-0.651270975921,41.8428867513
"YM03",-0.530928592159,41.8403614147
"YM13",-0.410601977989,41.8377101393
"YM23",-0.290291897987,41.8349329728
"YM33",-0.169999116065,41.8320299656
"YM43",-0.0548493707031,41.8288486983
"CG82",1.6167670585,41.7685007668
"CG72",1.49649460638,41.7669894828
"PG32",-7.37623178541,41.7653531815
"CG62",1.37623159526,41.7653532119
"CG52",1.25597958348,41.7635908966
"DG91",2.94026154714,41.6867410154
"CG42",1.13573831935,41.7617027041
"DG81",2.82010214275,41.6866161057
"CG32",1.01550823874,41.7596883246
"DG71",2.69994348292,41.6863651833
"CG22",0.895291229161,41.7575483854
"DG61",2.57978715952,41.6859881922
"CG12",0.775088111722,41.7552824749
"DG51",2.4596335162,41.6854864353
"CG02",0.654898632639,41.7528907651
"DG41",2.33948374079,41.6848586581
"QG02",-6.53472387126,41.7503733862
"BG92",0.534723722801,41.750373449
"DG31",2.21933777285,41.6841049625
"QG12",-6.41456504054,41.7477303735
"BG82",0.414564998157,41.7477303399
"DG21",2.0991965588,41.68322762
"QG22",-6.29442317594,41.7449618289
"BG72",0.294422988269,41.7449618342
"DG11",1.97906172238,41.6822233114
"QG32",-6.17429760353,41.7420688057
"BG62",0.17429741584,41.742068811
"DG01",1.85893222324,41.6810919876
"QG42",-6.05721169059,41.7388537875
"BG52",0.0572116323514,41.7388537814
"CG91",1.73881076734,41.6798370874
"TM52",-5.94313048574,41.7388539413
"TM62",-5.82604419723,41.7420698755
"TM72",-5.70591908733,41.7449637838
"TM82",-5.58577677014,41.7477322449
"TM92",-5.46561800559,41.750375209
"UM02",-5.34544355425,41.7528926284
"UM12",-5.22525417733,41.7552844576
"UM22",-5.10505063664,41.7575506535
"UM32",-4.98483369456,41.7596911752
"UM42",-4.864604114,41.7617059841
"UM52",-4.74436265838,41.7635950438
"UM62",-4.62411009159,41.7653583201
"UM72",-4.50384717799,41.7669957814
"UM82",-4.38357468234,41.7685073979
"UM92",-4.26329336977,41.7698931424
"VM02",-4.14300400578,41.7711529898
"VM12",-4.02270735621,41.7722869173
"VM22",-3.90240418717,41.7732949046
"VM32",-3.78209526504,41.7741769333
"VM42",-3.66178135642,41.7749329875
"VM52",-3.54146322813,41.7755630535
"VM62",-3.42114164716,41.7760671201
"VM72",-3.30081738061,41.7764451779
"VM82",-3.18049119572,41.7766972203
"VM92",-3.0601638598,41.7768232426
"WM02",-2.9398361402,41.7768232426
"WM12",-2.81950880428,41.7766972203
"WM22",-2.69918261939,41.7764451779
"WM32",-2.57885835284,41.7760671201
"WM42",-2.45853677187,41.7755630535
"WM52",-2.33821864358,41.7749329875
"WM62",-2.21790473496,41.7741769333
"WM72",-2.09759581283,41.7732949046
"WM82",-1.97729264379,41.7722869173
"WM92",-1.85699599422,41.7711529898
"XM02",-1.73670663023,41.7698931424
"XM12",-1.61642531766,41.7685073979
"XM22",-1.49615282201,41.7669957814
"XM32",-1.37588990841,41.7653583201
"XM42",-1.25563734162,41.7635950438
"XM52",-1.135395886,41.7617059841
"XM62",-1.01516630544,41.7596911752
"XM72",-0.894949363356,41.7575506535
"XM82",-0.774745822668,41.7552844576
"XM92",-0.654556445751,41.7528926284
"YM02",-0.534381994411,41.750375209
"YM12",-0.414223229858,41.7477322449
"YM22",-0.294080912671,41.7449637838
"YM32",-0.173955802772,41.7420698755
"YM42",-0.0568695333546,41.7388539415
"CG81",1.61869774568,41.6784565544
"CG71",1.49859236849,41.6769490246
"CG61",1.37849752949,41.6753171014
"CG51",1.2584120163,41.6735605125
"CG41",1.13833817823,41.6716784157
"CG31",1.01827658214,41.6696709149
"DG70",2.70036106947,41.5962948416
"CG21",0.898227030467,41.6675377135
"DG60",2.58037229621,41.5959182282
"CG11",0.778190429538,41.6652791852
"DG50",2.46038577829,41.595418244
"CG01",0.658168184757,41.6628952831
"DG40",2.34040226549,41.5947927096
"QG01",-6.53816147125,41.6603860881
"BG91",0.538161429058,41.6603860547
"DG30",2.22042333886,41.5940415788
"QG11",-6.41816972147,41.6577516333
"BG81",0.41816990259,41.6577516743
"DG20",2.10044952777,41.5931661047
"QG21",-6.29819388565,41.6549919289
"BG71",0.298194024417,41.6549919365
"DG10",1.98048199616,41.5921652281
"QG31",-6.17823571093,41.6521071622
"BG61",0.178235717245,41.6521071155
"DG00",1.86052034126,41.5910387907
"QG41",-6.05922571759,41.6488593739
"BG51",0.0592256516714,41.6488593857
"CG90",1.74056530262,41.5897870145
"TM51",-5.94111578252,41.6488598339
"TM61",-5.82210547716,41.6521080666
"TM71",-5.70214728005,41.654992901
"TM81",-5.58217196575,41.6577526809
"TM91",-5.46218029023,41.6603873565
"UM01",-5.3421730101,41.6628968804
"UM11",-5.2221508826,41.6652812075
"UM21",-5.10211466555,41.6675402949
"UM31",-4.98206511735,41.6696741019
"UM41",-4.86200299693,41.6716825899
"UM51",-4.74192906371,41.673565723
"UM61",-4.6218440776,41.675323467
"UM71",-4.50174879894,41.6769557904
"UM81",-4.38164398849,41.6784626636
"UM91",-4.26153040738,41.6798440596
"VM01",-4.1414088171,41.6810999535
"VM11",-4.02127997946,41.6822303225
"VM21",-3.90114465656,41.6832351463
"VM31",-3.78100361077,41.6841144069
"VM41",-3.66085760466,41.6848680882
"VM51",-3.54070740103,41.6854961767
"VM61",-3.42055376284,41.6859986612
"VM71",-3.30039745317,41.6863755324
"VM81",-3.18023923523,41.6866267837
"VM91",-3.0600798723,41.6867524105
"WM01",-2.9399201277,41.6867524105
"WM11",-2.81976076477,41.6866267837
"WM21",-2.69960254683,41.6863755324
"WM31",-2.57944623716,41.6859986612
"WM41",-2.45929259897,41.6854961767
"WM51",-2.33914239534,41.6848680882
"WM61",-2.21899638923,41.6841144069
"WM71",-2.09885534344,41.6832351463
"WM81",-1.97872002054,41.6822303225
"WM91",-1.8585911829,41.6810999535
"XM01",-1.73846959262,41.6798440596
"XM11",-1.61835601151,41.6784626636
"XM21",-1.49825120106,41.6769557904
"XM31",-1.3781559224,41.675323467
"XM41",-1.25807093629,41.673565723
"XM51",-1.13799700307,41.6716825899
"XM61",-1.01793488265,41.6696741019
"XM71",-0.897885334452,41.6675402949
"XM81",-0.777849117405,41.6652812075
"XM91",-0.6578269899,41.6628968804
"YM01",-0.537819709769,41.6603873565
"YM11",-0.417828034247,41.6577526809
"YM21",-0.297852719949,41.654992901
"YM31",-0.177894522836,41.6521080666
"YM41",-0.0588842226973,41.6488598405
"CG80",1.62061865762,41.5884098135
"CG70",1.5006811438,41.5869074152
"CG60",1.38075230912,41.5852807407
"CG50",1.26083470303,41.5835300206
"CG40",1.14092676615,41.5816528833
"CG30",1.02103136418,41.5796507224
"CG20",0.901149222572,41.5775257033
"CG10",0.781279025261,41.5752744187
"DF59",2.46113322101,41.5053489849
"CG00",0.661423688721,41.5728971995
"DF49",2.34131820889,41.5047256572
"BG90",0.541582316088,41.5703960614
"DF39",2.22150474257,41.5039771412
"BG80",0.421757088386,41.567770051
"DF29",2.10169757109,41.5031035115
"QG20",-6.30194850682,41.5650193673
"BG70",0.301948552252,41.5650193776
"DF19",1.98189522845,41.5021059051
"QG30",-6.18215644188,41.5621438809
"BG60",0.182156480734,41.5621439379
"DF09",1.86209987199,41.5009833246
"QG40",-6.06238168337,41.5591437157
"BG50",0.0623816381024,41.5591437053
"QG51",-6.00025341853,41.6043594538
"TM41",-6.0000876205,41.6043592814
"YM51",8.76134016242e-05,41.6043577807
"BG41",0.000253349021557,41.6043579546
"CF99",1.74231208644,41.4997356747
"QG50",-6.00164440337,41.5441733214
"BG40",0.00164445904562,41.5441731455
"TM40",-5.99869629836,41.5441731735
"TM50",-5.93795889018,41.5591441445
"TM60",-5.81818462968,41.5621445413
"TM70",-5.69839259007,41.5650203267
"TM80",-5.5785835227,41.567771449
"TM90",-5.45875817959,41.5703978589
"UM00",-5.33891731343,41.5728995092
"UM10",-5.2190616775,41.5752763548
"UM20",-5.09919202569,41.5775283532
"UM30",-4.97930911245,41.5796554639
"UM40",-4.85941369274,41.5816576485
"UM50",-4.73950652202,41.5835348712
"UM60",-4.61958835623,41.5852870981
"UM70",-4.49965995175,41.5869142977
"UM80",-4.37972206536,41.5884164408
"UM90",-4.25977545422,41.5897935003
"VM00",-4.13982087583,41.5910454515
"VM10",-4.01985908801,41.5921722718
"VM20",-3.8998908489,41.5931739409
"VM30",-3.77991691684,41.5940504408
"VM40",-3.65993805045,41.5948017558
"VM50",-3.53995500852,41.5954278723
"VM60",-3.41996855,41.595928779
"VM70",-3.29997943401,41.5963044669
"VM80",-3.17998841974,41.5965549293
"VM90",-3.05999626647,41.5966801616
"WM00",-2.94000373353,41.5966801616
"WM10",-2.82001158026,41.5965549293
"WM20",-2.70002056599,41.5963044669
"WM30",-2.58003145,41.595928779
"WM40",-2.46004499148,41.5954278723
"WM50",-2.34006194955,41.5948017558
"WM60",-2.22008308316,41.5940504408
"WM70",-2.1001091511,41.5931739409
"WM80",-1.98014091199,41.5921722718
"WM90",-1.86017912417,41.5910454515
"XM00",-1.74022454578,41.5897935003
"XM10",-1.62027793464,41.5884164408
"XM20",-1.50034004825,41.5869142977
"XM30",-1.38041164377,41.5852870981
"XM40",-1.26049347798,41.5835348712
"XM50",-1.14058630726,41.5816576485
"XM60",-1.02069088755,41.5796554639
"XM70",-0.900807974307,41.5775283532
"XM80",-0.780938322501,41.5752763548
"XM90",-0.661082686575,41.5728995092
"YM00",-0.541241820409,41.5703978589
"YM10",-0.421416477301,41.567771449
"YM20",-0.301607409926,41.5650203267
"YM30",-0.181815370316,41.5621445413
"YM40",-0.0620411098241,41.5591441445
"YM50",-0.00130363947805,41.5441722067
"CF89",1.62253161625,41.4983631174
"CF79",1.50275941877,41.4968655453
"CF69",1.38299724476,41.4952430655
"CF59",1.26324522151,41.4934969608
"CF49",1.14350435527,41.4916260552
"CF39",1.02377477728,41.4896303176
"CF29",0.904056985431,41.4875110208
"CF19",0.784354028749,41.4852660611
"CF09",0.664663994468,41.4828975703
"BF99",0.544988440124,41.4804045059
"DF38",2.22258107867,41.4139104235
"BF89",0.425329168774,41.477785926
"DF28",2.10293956432,41.413039745
"QF29",-6.30568506812,41.4750439934
"BF79",0.30568488748,41.4750439521
"DF18",1.9833026399,41.4120455379
"QF39",-6.18605891346,41.4721789095
"BF69",0.186058865203,41.4721789226
"DF08",1.86367325694,41.4109255102
"QF49",-6.06644949383,41.4691883727
"BF59",0.0664495872561,41.4691883702
"CF98",1.74404996385,41.4096820218
"QF59",-6.00352015622,41.4627727685
"BF49",0.00352019482221,41.4627727853
"TL49",-5.99682006106,41.4627731999
"TL59",-5.93389050843,41.4691883194
"TL69",-5.81428156144,41.4721793018
"TL79",-5.69465492798,41.4750460629
"TL89",-5.57501135549,41.4777885515
"TL99",-5.45535159211,41.4804067182
"UL09",-5.33567638661,41.4829005164
"UL19",-5.21598648838,41.4852699011
"UL29",-5.09628264737,41.4875148299
"UL39",-4.9765656141,41.4896352626
"UL49",-4.85683613963,41.4916311611
"UL59",-4.73709497547,41.4935024896
"UL69",-4.61734287363,41.4952492145
"UL79",-4.49758058654,41.4968713044
"UL89",-4.37780886705,41.4983687303
"UL99",-4.25802846835,41.4997414652
"VL09",-4.13824014402,41.5009894845
"VL19",-4.01844464792,41.5021127658
"VL29",-3.8986427342,41.5031112889
"VL39",-3.77883515729,41.5039850359
"VL49",-3.65902267181,41.504733991
"VL59",-3.53920603261,41.5053581408
"VL69",-3.41938599467,41.5058574741
"VL79",-3.29956331314,41.506231982
"VL89",-3.17973874325,41.5064816576
"VL99",-3.05991304031,41.5066064965
"WL09",-2.94008695969,41.5066064965
"WL19",-2.82026125675,41.5064816576
"WL29",-2.70043668686,41.506231982
"WL39",-2.58061400533,41.5058574741
"WL49",-2.46079396739,41.5053581408
"WL59",-2.34097732819,41.504733991
"WL69",-2.22116484271,41.5039850359
"WL79",-2.1013572658,41.5031112889
"WL89",-1.98155535208,41.5021127658
"WL99",-1.86175985598,41.5009894845
"XL09",-1.74197153165,41.4997414652
"XL19",-1.62219113295,41.4983687303
"XL29",-1.50241941346,41.4968713044
"XL39",-1.38265712637,41.4952492145
"XL49",-1.26290502453,41.4935024896
"XL59",-1.14316386037,41.4916311611
"XL69",-1.0234343859,41.4896352626
"XL79",-0.903717352632,41.4875148299
"XL89",-0.784013511623,41.4852699011
"XL99",-0.664323613386,41.4829005164
"YL09",-0.544648407887,41.4804067182
"YL19",-0.424988644509,41.4777885515
"YL29",-0.305345072022,41.4750460629
"YL39",-0.185718438556,41.4721793018
"YL49",-0.0661094915703,41.4691883194
"YL59",-0.00317990044233,41.4627731842
"CF88",1.62443511745,41.4083139341
"CF78",1.50482946913,41.4068212883
"CF68",1.3852323973,41.4052041702
"CF58",1.26564502446,41.4034626097
"CF48",1.1460696718,41.4015977829
"CF38",1.02650490892,41.3996096585
"CF28",0.90695352101,41.3974961248
"CF18",0.787414074028,41.3952572427
"CF08",0.667889203679,41.3928963978
"BF98",0.548379525981,41.3904114016
"DF37",2.22365338312,41.3238414815
"QF18",-6.42888398887,41.3878012173
"BF88",0.428884034129,41.3878012275
"DF27",2.10417478699,41.3229737057
"QF28",-6.30940568902,41.3850681899
"BF78",0.309405589501,41.3850682392
"DF17",1.98470412949,41.321981694
"QF38",-6.18994324262,41.3822122509
"BF68",0.189943155653,41.3822122069
"DF07",1.86523912752,41.3208665627
"QF48",-6.07049935842,41.3792313675
"BF58",0.0704993102688,41.3792313803
"CF97",1.74578058996,41.3196270848
"QF58",-6.00554224087,41.3746465241
"BF48",0.00554216584725,41.3746467368
"TL48",-5.9947973493,41.374646564
"TL58",-5.92984056005,41.3792307567
"TL68",-5.81039617981,41.3822123503
"TL78",-5.69093420502,41.3850701118
"TL88",-5.57145537929,41.3878039901
"TL98",-5.45196044686,41.3904139363
"UL08",-5.33245015264,41.3928999037
"UL18",-5.21292524212,41.3952618479
"UL28",-5.09338646139,41.3974997264
"UL38",-4.97383455706,41.3996134994
"UL48",-4.85427027627,41.4016031289
"UL58",-4.73469436667,41.4034685793
"UL68",-4.61510757634,41.4052098173
"UL78",-4.49551065381,41.4068268115
"UL88",-4.37590434799,41.4083195331
"UL98",-4.25628940819,41.4096879552
"VL08",-4.13666658403,41.4109320534
"VL18",-4.01703662548,41.4120518054
"VL28",-3.89740028275,41.4130471911
"VL38",-3.77775830633,41.4139181925
"VL48",-3.65811144693,41.4146647943
"VL58",-3.53846045545,41.4152869828
"VL68",-3.41880608296,41.4157847471
"VL78",-3.29914908064,41.4161580781
"VL88",-3.17949019981,41.4164069691
"VL98",-3.05983019184,41.4165314157
"WL08",-2.94016980816,41.4165314157
"WL18",-2.82050980019,41.4164069691
"WL28",-2.70085091936,41.4161580781
"WL38",-2.58119391704,41.4157847471
"WL48",-2.46153954455,41.4152869828
"WL58",-2.34188855307,41.4146647943
"WL68",-2.22224169367,41.4139181925
"WL78",-2.10259971725,41.4130471911
"WL88",-1.98296337452,41.4120518054
"WL98",-1.86333341597,41.4109320534
"XL08",-1.74371059181,41.4096879552
"XL18",-1.62409565201,41.4083195331
"XL28",-1.50448934619,41.4068268115
"XL38",-1.38489242366,41.4052098173
"XL48",-1.26530563333,41.4034685793
"XL58",-1.14572972373,41.4016031289
"XL68",-1.02616544294,41.3996134994
"XL78",-0.906613538612,41.3974997264
"XL88",-0.787074757876,41.3952618479
"XL98",-0.667549847359,41.3928999037
"YL08",-0.548039553139,41.3904139363
"YL18",-0.428544620715,41.3878039901
"YL28",-0.309065794981,41.3850701118
"YL38",-0.189603820195,41.3822123503
"YL48",-0.0701594399513,41.3792307567
"YL58",-0.00520267346687,41.3746464608
"CF87",1.62633083916,41.318262402
"CF77",1.50688880511,41.3167746724
"CF67",1.38745684863,41.3151639882
"CF57",1.26803413863,41.3134280437
"CF47",1.14862280107,41.3115680676
"CF37",1.02922352041,41.3095865029
"CF27",0.909835547165,41.3074797816
"CF17",0.79046141816,41.3052481489
"CF07",0.671100224289,41.3028937132
"QF07",-6.55175466473,41.3004168156
"BF97",0.551754478511,41.3004168213
"QF17",-6.43242381329,41.297816137
"BF87",0.432423578927,41.2978161556
"DF26",2.10540644534,41.2329077225
"QF27",-6.31310849537,41.295091806
"BF77",0.313108447209,41.2950918191
"DF16",1.9860985036,41.2319178332
"QF37",-6.19381044329,41.2922439614
"BF67",0.193810443226,41.2922439614
"DF06",1.86679756519,41.2308062959
"QF47",-6.0745298527,41.2892714847
"BF57",0.074529759468,41.2892714872
"CF96",1.74750400209,41.2295710511
"QF57",-6.00757949076,41.2854619304
"BF47",0.00757948007611,41.2854617809
"TL47",-5.9927595287,41.2854621678
"TL57",-5.92580894923,41.2892714589
"TL67",-5.80652839283,41.2922436892
"TL77",-5.68723033312,41.2950924756
"TL87",-5.56791550988,41.297817767
"TL97",-5.44858466351,41.300419515
"UL07",-5.32923853506,41.302897673
"UL17",-5.20987786619,41.3052521968
"UL27",-5.09050339909,41.3074830443
"UL37",-4.97111587655,41.3095901757
"UL47",-4.85171604182,41.3115735533
"UL57",-4.73230463868,41.3134331417
"UL67",-4.61288241133,41.3151689076
"UL77",-4.49345010442,41.31678082
"UL87",-4.37400846298,41.3182688501
"UL97",-4.25455823243,41.3196329712
"VL07",-4.1351001585,41.320873159
"VL17",-4.01563498725,41.3219893913
"VL27",-3.89616346502,41.322981648
"VL37",-3.77668633839,41.3238499116
"VL47",-3.65720435416,41.3245941663
"VL57",-3.53771825934,41.3252143989
"VL67",-3.41822880108,41.3257105984
"VL77",-3.29873672668,41.3260827557
"VL87",-3.17924278353,41.3263308643
"VL97",-3.0597477191,41.3264549197
"WL07",-2.9402522809,41.3264549197
"WL17",-2.82075721647,41.3263308643
"WL27",-2.70126327332,41.3260827557
"WL37",-2.58177119892,41.3257105984
"WL47",-2.46228174066,41.3252143989
"WL57",-2.34279564584,41.3245941663
"WL67",-2.22331366161,41.3238499116
"WL77",-2.10383653498,41.322981648
"WL87",-1.98436501275,41.3219893913
"WL97",-1.8648998415,41.320873159
"XL07",-1.74544176757,41.3196329712
"XL17",-1.62599153702,41.3182688501
"XL27",-1.50654989558,41.31678082
"XL37",-1.38711758867,41.3151689076
"XL47",-1.26769536132,41.3134331417
"XL57",-1.14828395818,41.3115735533
"XL67",-1.02888412345,41.3095901757
"XL77",-0.909496600907,41.3074830443
"XL87",-0.790122133814,41.3052521968
"XL97",-0.670761464936,41.302897673
"YL07",-0.551415336489,41.300419515
"YL17",-0.432084490121,41.297817767
"YL27",-0.312769666877,41.2950924756
"YL37",-0.193471607172,41.2922436892
"YL47",-0.0741910507653,41.2892714589
"YL57",-0.00724044002654,41.2854622078
"CF86",1.62821701391,41.2282107344
"CF76",1.50893983607,41.2267279278
"CF66",1.38967105872,41.2251224132
"CF56",1.27041307245,41.2233920806
"CF46",1.15116479308,41.2215371634
"CF36",1.03192871609,41.2195607134
"CF26",0.912705395034,41.2174609093
"CF16",0.793494601095,41.2152375492
"PF96",-6.67429679474,41.212890743
"CF06",0.674296887675,41.2128907399
"QF06",-6.55511412027,41.2104205945
"BF96",0.555113979149,41.2104206104
"QF16",-6.43594660306,41.2078282834
"BF86",0.435946554871,41.2078282965
"QF26",-6.3167955036,41.205112782
"BF76",0.316795602749,41.2051127327
"QF36",-6.19766066909,41.202274054
"BF66",0.19766066915,41.202274054
"QF46",-6.07854318431,41.1993110815
"BF56",0.0785431362326,41.1993110944
"QF56",-6.00961572003,41.1959151812
"BF46",0.0096157459256,41.1959150327
"TL46",-5.99072263445,41.1959151362
"TL56",-5.92179558091,41.1993104283
"TL66",-5.80267810927,41.2022733208
"TL76",-5.68354322488,41.2051131563
"TL86",-5.5643916637,41.2078298842
"TL96",-5.44522416234,41.2104234562
"UL06",-5.32604145802,41.212893826
"UL16",-5.20684428856,41.2152409495
"UL26",-5.08763339234,41.2174647851
